Key,Value
403,"캐릭터의 능력치를 원래 값으로[/center]
초기화하시겠습니까?[/center]
[/end]"
454,골드가 부족합니다.[/end]
460,"당신은 집을 얻을 자격이 없습니다, %pcn.[/center]
길드에서 가장 높은 등급의 회원만이[/center]
집을 받을 수 있습니다.[/center]
[/end]"
461,"현재 등급에 맞는 갑옷은 이미 받으셨습니다.[/center]
기사단에서 더 높은 등급을 달성하면[/center]
또 다른 훌륭한 갑옷을 드리겠습니다.[/center]
[/center]
[/end]"
462,"당신을 위한 훌륭한 부동산이 있습니다[/center]
%pcn! 지도에 표시해 드리겠습니다.[/center]
[/end]"
463,"당신을 위한 훌륭한 갑옷이 있습니다.[/center]
[/end]"
465,"매지카가 낮군요. 마법사들은[/center]
정말 조심해야 합니다.[/center]
자, 충전해 드리겠습니다.[/center]
[/record]
마법사의 매지카를 충전해 주는 것은 길드의 관례입니다.[/center]
[/center]
[/record]
흠. 이래서는 안 되지. 길드 마법사가 낮은[/center]
매지카로 돌아다니게 둘 수는 없지. 충전해 주겠습니다.[/center]
[/center]
[/end]"
475,대거폴 성.[/end]
476,웨이레스트 성.[/end]
477,센티넬 성.[/end]
480,"오늘은 소환 의식을 거행하지 않습니다.[/center]
개인적으로 조금 더[/center]
조사해 보시고, 저희가 소환 의식을 수행하는 날을[/center]
찾아보시는 것을 권합니다.[/center]
[/record]
오늘은 소환하지 않습니다. 길드 도서관을[/center]
확인해 보시는 것이 시간 활용에 도움이 될 것입니다.[/center]
데이드라 소환에 관한 책들이 많이 있으며,[/center]
소환에 적합한 날짜도 나와 있습니다.[/center]
[/center]
[/end]"
481,"오늘은 %dat 의 날이며, %dae 의 소환을 위한 날입니다.[/center]
%pcn, 당신은 %dae 의 소환을 통해 이 세속의 세계로 불러내어[/center]
당신의 목숨과 영혼을 걸 준비가 되었습니까?[/center]
[/center]
[/end]"
482,"당신은 %dae 의 소환을 한 번 수행했습니다.[/center]
바보가 아니라면 %dae 및 그 일행과 두 번 다시 대화하려[/center]
하지 않을 것입니다. 떠나십시오.[/center]
[/end]"
484,"%dae 의 모습은 오늘 밤 우리 세계에 드러나지 않았습니다.[/center]
데이드라와 대화하고 싶다면 다른 날에 다시 오십시오.[/center]
[/center]
[/end]"
499,"양피지 조각에 [/center]의 위치가 나타나 있습니다.
%map 당신은 그것을 지도에 기록합니다.[/center]
[/record]
정교하게 그려진 피지에서 %map 의 비밀스러운[/center]
위치가 드러나고, 당신은 이를 기록합니다.[/center]
[/record]
새로 그려진 지도가 오랫동안 잊혔던[/center]
%map 의 위치를 가리키고, 당신은 이를 베껴 씁니다.[/center]
[/end]"
500,"부서진 도자기 파편이 발밑에서 바스라집니다.[/record]
고약한 냄새가 납니다.[/record]
멀리서 초자연적인 신음 소리가 들립니다.[/end]"
501,"오크의 발자국이 보입니다.[/record]
오크의 발자국이 땅을 뒤덮고 있습니다.[/record]
방금 본 것이 오크식 문양이었나요?[/end]"
502,"이 지역은 누군가 살고 있는 것 같습니다.[/record]
잘 닦인 길을 건넙니다.[/record]
최근에 말이 지나간 흔적이 있습니다.[/end]"
503,"부서진 수갑에 걸려 넘어집니다.[/record]
저 멀리 연기가 보이나요?[/record]
멀리서 종소리가 울려 퍼집니다.[/end]"
504,"대리석 덩어리들이 근처에 놓여 있습니다.[/record]
쓰러진 기둥 옆을 지나갑니다.[/record]
산산조각 난 동상이 이곳에 있습니다.[/end]"
505,"흙더미가 곳곳에 쌓여 있습니다.[/record]
깊은 바퀴 자국이 땅에 새겨져 있습니다.[/record]
입을 벌린 구덩이를 피해 돌아갑니다.[/end]"
506,"근처에서 시냇물이 졸졸 흐릅니다.[/record]
이곳은 공기가 더 차갑게 느껴집니다.[/record]
길처럼 보이는 것이 있습니다.[/end]"
507,"흙바닥에 룬 문자가 새겨져 있습니다.[/record]
막연한 불안감이 느껴집니다.[/record]
덤불 속에서 움직임이 보입니다.[/end]"
508,"기묘한 침묵이 당신을 감쌉니다.[/record]
까마귀 떼가 머리 위를 지나갑니다.[/record]
마른 뼈들이 사방에 널려 있습니다.[/end]"
509,"매캐한 냄새가 납니다.[/record]
갑자기 눈이 따갑습니다.[/record]
이곳의 땅이 희미하게 진동합니다.[/end]"
510,"하피의 배설물이 땅을 더럽히고 있습니다.[/record]
썩은 고기 냄새가 공기 중에 감돕니다.[/record]
커다란 깃털들이 흩어져 있습니다.[/end]"
511,"낮은 돌담 옆을 지나갑니다.[/record]
발밑에서 보도블록이 울립니다.[/record]
덩굴이 돌무더기를 뒤덮고 있습니다.[/end]"
512,"거대한 거미줄을 걷어냅니다.[/record]
나무에 거미줄이 매달려 있습니다.[/record]
흠, 모기가 없군요.[/end]"
513,"거대한 발자국이 길을 가로지릅니다.[/record]
멀리서 연기가 피어오릅니다.[/record]
갉아 먹힌 뼈들이 땅에 널려 있습니다.[/end]"
514,"불에 탄 뼈들이 사방에 있습니다.[/record]
이곳의 나무들은 불에 그을렸습니다.[/record]
이곳은 공기가 더 따뜻하게 느껴집니다.[/end]"
515,"장작 타는 냄새가 납니다.[/record]
최근에 누군가 이곳을 지나갔습니다.[/record]
멀리서 말 울음소리가 들립니다.[/end]"
516,"바위 노두가 지역 곳곳에 흩어져 있습니다.[/record]
용암 바위 몇 개를 지나갑니다.[/record]
이곳의 모든 것이 재로 덮여 있습니다.[/end]"
517,"무언가가 모래를 파헤친 흔적이 있습니다.[/record]
전갈의 발자국처럼 보입니다.[/record]
저 바스락거리는 소리는 무엇일까요?[/end]"
518,"갓 파낸 흙 냄새가 납니다.[/record]
낮고 유령 같은 신음 소리가 스쳐 지나갑니다.[/record]
멀리서 까마귀가 웁니다.[/end]"
520,"유령 같은 비명 소리가 침묵을 깹니다.[/record]
쓰러진 묘비에 걸려 넘어집니다.[/record]
열린 무덤이 길목에서 입을 벌리고 있습니다.[/end]"
521,"오크 냄새가 납니다. 확실히 오크입니다.[/record]
오크들이 이곳의 땅을 짓밟았습니다.[/record]
거친 고함 소리에 걸음을 멈춥니다.[/end]"
522,"누군가 이곳의 덤불을 정리했습니다.[/record]
장작 더미 옆을 지나갑니다.[/record]
근처에서 새가 웁니다.[/end]"
523,"근처에서 종소리가 울립니다.[/record]
썩어가는 시체가 나무에 매달려 있습니다.[/record]
절망적인 비명 소리가 울려 퍼집니다.[/end]"
524,"쓰러진 기둥 열 옆을 지나갑니다.[/record]
덩굴이 이곳의 뒤섞인 돌들을 덮고 있습니다.[/record]
머리 없는 동상이 먼지 속에 누워 있습니다.[/end]"
525,"자갈 더미를 기어 올라갑니다.[/record]
깊은 구덩이가 길을 거의 막고 있습니다.[/record]
녹슨 삽 더미 옆을 지나갑니다.[/end]"
526,"습한 바람이 머리카락을 흩뜨립니다.[/record]
땅에서 샘물이 솟아오릅니다.[/record]
길처럼 보이는 것이 있습니다.[/end]"
527,"이곳의 땅은 피로 젖어 있습니다.[/record]
누군가 지켜보고 있다는 느낌이 듭니다.[/record]
흙바닥에 짓밟힌 원형 자국 옆을 지나갑니다.[/end]"
528,"거대한 박쥐 한 마리가 머리 위를 천천히 날아갑니다.[/record]
멀지 않은 곳에서 늑대가 울부짖습니다.[/record]
공기가 고요하고 억압적입니다.[/end]"
529,"발밑에서 땅이 진동합니다.[/record]
초록색 안개 때문에 눈이 따갑습니다.[/record]
강하고 매캐한 냄새가 납니다.[/end]"
530,"반쯤 먹다 남은 사체 위를 지나갑니다.[/record]
하피의 깃털이 사방에 널려 있습니다.[/record]
고약한 악취에 구역질이 날 것 같습니다.[/end]"
531,"느슨한 보도블록에 걸려 넘어질 뻔했습니다.[/record]
쓰러진 석조물들이 길 양옆에 있습니다.[/record]
잡초가 무성한 들판을 지나갑니다.[/end]"
532,"곤충들조차 침묵에 빠졌습니다.[/record]
거대한 거미줄을 뚫고 지나갑니다.[/record]
커다란 거미들이 길에서 달아납니다.[/end]"
533,"발자국이 사방에 있습니다. 아주 큰 발자국입니다.[/record]
뿌리째 뽑힌 나무 몇 그루를 지나갑니다.[/record]
거대한 모닥불이 근처에서 타오르고 있습니다.[/end]"
534,"땅이 불에 타 검게 변했습니다.[/record]
확실히 점점 따뜻해지고 있습니다.[/record]
불에 탄 해골 옆을 지나갑니다.[/end]"
535,"연기가 나는 캠프파이어 옆을 지나갑니다.[/record]
""침입자 주의""라는 표지판이 있습니다.[/record]
근처에서 올빼미가 부드럽게 웁니다.[/end]"
536,"땅의 갈라진 틈에서 증기가 올라옵니다.[/record]
근처에서 온천이 끓어오릅니다.[/record]
바위 사이로 길이 구불구불 이어집니다.[/end]"
537,"얕은 모래 구덩이 옆을 지나갑니다.[/record]
전갈의 발자국이 이 지역을 가로지릅니다.[/record]
요란한 바스락거리는 소리에 깜짝 놀랍니다.[/end]"
538,"갓 매장한 시체 냄새가 납니다.[/record]
마차 바퀴 자국이 길게 이어집니다.[/record]
흰 꽃들이 길가에 흩어져 있습니다.[/end]"
550,"도둑 길드가 판사를 매수하여,[/center]
당신은 무죄 판결을 받습니다.[/center]
[/end]"
551,"다크 브라더후드가 판사를 매수하여,[/center]
당신은 무죄 판결을 받습니다.[/center]
[/end]"
600,"음, 일거리가 있었지만, 전사 길드를 고용해서 처리했습니다.[/center]
[/record]
그 빌어먹을... 누군가 내가 도움이 필요하다는 소문을 퍼뜨리고 다니더군요.[/center]
[/center]
난 아무런 도움도 필요 없습니다.[/record]
너무 늦었습니다. 그 일은 어떤 마검사에게 맡겼거든요.[/center]
[/center]
[/record]
그래요, 일거리가 있었죠. 하지만 상황은 이미 해결되었습니다. 어쨌든 고맙군요.[/center]
[/center]
[/end]"
606,"네, 당신은 마법사 길드에 가입할 자격이 있습니다.[/center]
견습생으로서 주문 제작소를 이용할 수 있고, 길드 기술을 훈련받을 수 있습니다.[/center]
나중에는 도서관을 이용하고, 마법 아이템을 구매하거나 직접 제작할 자격도 얻게 될 것입니다.[/center]
가입하시겠습니까?[/center]
[/center]
[/center]
[/end]"
611,"안타깝게도 당신은 길드 가입 자격이 없습니다.[/center]
[/center]
[/center]
저희는 마법 과학 중 적어도 하나에 어느 정도 숙련된 회원만 받을 수 있습니다.[/center]
[/center]
[/record]
안타깝게도 당신은 길드 가입 자격이 없습니다.[/center]
[/center]
[/center]
저희는 초보 마법사를 받지 않습니다. 적어도 마법 과학 중 하나에 전념한 학자들만 허용됩니다.[/center]
[/center]
[/center]
[/record]
안타깝게도 당신은 길드 가입 자격이 없습니다.[/center]
[/center]
[/center]
여섯 가지 마법 과학 중 하나를 향상하는 데 시간과 노력을 투자하신다면, 재고해 볼 수도 있습니다.[/center]
[/center]
[/center]
[/end]"
612,"안타깝게도 당신은 길드 가입 자격이 없습니다.[/center]
[/center]
[/center]
솔직히 말해서, 당신은 지식인들 사이에서 평판이 그리 좋지 않습니다.[/center]
[/center]
[/record]
안타깝게도 당신은 길드 가입 자격이 없습니다.[/center]
[/center]
[/center]
당신의 이름은 저희에게 익숙하지만, 솔직히 말해 그리 좋은 의미는 아닙니다.[/center]
[/record]
안타깝게도 당신은 길드 가입 자격이 없습니다.[/center]
[/center]
[/center]
불행히도, 당신은 평판이 좋지 않은 상태로 찾아왔군요, 젊은 %ra. 평판을 개선하고 다시 오시는 것을 고려해 보십시오.[/center]
[/center]
[/center]
[/end]"
666,"축하합니다, %pcn. 당신은 %lev 의 계급으로 승진했으며, 그에 따르는 모든 권리와[/center]
명예를 누리게 되었습니다. 기억하십시오, 저희 브라더후드에서는 과거의 업적에 안주하지 않습니다.[/center]
[/center]
[/center]
[/center]
[/end]"
667,"당신이 공식적으로 %lev 계급으로 강등되었음을 알리는 것이 제 의무입니다.[/center]
[/center]
%pcf, 저희는 회원들이 과거의 업적에 안주하지 않고 더욱 열심히 일하기를 요구한다는 점을 상기시켜 드립니다.[/center]
[/center]
[/center]
[/record]
당신이 강등되었다는 소식을 전하게 되어 유감입니다, %pcn.[/center]
[/center]
[/record]
장로들은 당신에게 만족하지 않습니다, %pcn. 당신은 강등되었습니다.[/center]
[/center]
[/record]
당신은 강등되었습니다, %pcn.[/center]
가장 먼저 이 소식을 전하게 되어 유감입니다.[/center]
[/record]
당신의 무능함이 장로들에게 알려졌습니다, %pcn. 그들은 당신을 강등했습니다.[/center]
[/center]
[/record]
장로들은 당신의 무능함이 강등을 초래했다고 결정했습니다, %pcn.[/center]
[/center]
[/record]
장로들이 당신의 무능함에 대한 보상으로 강등을 결정했다는 소식을 들어도 놀라지 마십시오.[/center]
[/center]
[/center]
[/end]"
668,"%pcn, 당신은 최근 우리에게 실망을 안겨주었습니다. 당신은 이제 회원으로서 누릴 수 있는 모든 혜택을 받을 자격이 없습니다.[/center]
[/center]
언젠가 다시 우리 품으로 돌아올 수도 있겠지만, 지금 당신은 파문 대상입니다.[/center]
[/center]
[/center]
[/record]
당신은 더 이상 이곳에서 권리를 가질 수 없습니다, %pcn.[/center]
장로들은 당신을 추방하기로 결정했습니다.[/center]
[/record]
당신의 평판을 지킬 만큼 충분한 인맥을 쌓지 못한 것 같군요.[/center]
당신은 이제 추방되었습니다, %pcn.[/center]
[/center]
[/record]
모든 명예와 권리는 박탈되었습니다, %pcn. 당신은 추방되었습니다.[/center]
[/center]
[/end]"
679,"전사 길드는 대가를 지불할 의사가 있는 누구에게나 강한 팔과 날카로운 칼날을 제공합니다.[/center]
끊임없는 활동과 꾸준한 금화 수입을 원한다면, 이곳이 당신을 위한 길드입니다. 기사단 같은 곳보다 훨씬 낫죠. 그들은 보수도 받지 않는다는 사실을 알고 있었나요?[/center]
[/center]
[/center]
[/center]
[/center]
[/record]
전사 길드는 회원을 가리지 않는다는 평판이 있습니다. 하지만 그것은 사실과 거리가 멉니다. 당신은 우리 길드의 명예를 더럽히는 불쾌한 부류입니다. 평판을 개선하고 나서 길드 가입에 대해 이야기합시다.[/center]
[/center]
[/center]
[/center]
[/center]
[/center]
[/end]"
680,"미안합니다, %ra. 우리는 전사 길드에서 진정한 전사를 찾고 있습니다.[/center]
무기에 대해 좀 더 배우고 나서 다시 오시겠습니까?[/center]
[/center]
[/end]"
681,"네, 당신은 전사 길드에서 우리가 필요로 하는 전사 유형처럼 보입니다.[/center]
우리는 기술 훈련, 방어구 및 무기 수리 할인, 그리고 매우 수익성 높은 업무를 제공합니다.[/center]
게다가 전사 길드 어디에서나 쉴 곳이 마련되어 있습니다.[/center]
가입하시겠습니까?[/center]
[/center]
[/center]
[/center]
[/end]"
684,"훌륭합니다. 전사 길드에 오신 것을 환영합니다,[/center]
. 당신의 현재 계급은 %lev 입니다.%pcf[/center]
[/end]"
